번호,시설명,도로명전체주소,위도(EPSG4326),경도(EPSG4326)
11510,한화유로메트로아파트 1단지 모든 동의 지하주차장 1층,"경기도 김포시 풍무로68번길 39 (풍무동, 한화유로메트로아파트)",37.60207779,126.7256469
11511,한화유로메트로아파트 2단지 모든 동의 지하주차장 1층,"경기도 김포시 풍무로68번길 41 (풍무동, 한화유로메트로아파트)",37.60208547,126.7260985
11512,청송마을 모아미래도엘가아파트 모든 동의 지하주차장1층,"경기도 김포시 김포한강2로 273 (장기동, 청송마을모아미래도엘가)",37.64903446,126.662824
11513,마곡3리 주민대피시설 지하1층,경기도 김포시 하성면 월하로 751,37.7105458,126.6381218
11514,양택1리 주민대피시설 지하1층,경기도 김포시 하성면 하성로678번길 64,37.73197172,126.6312356
11515,율생1리 주민대피시설 지하1층,경기도 김포시 대곶면 율생로 83-21,37.6496671,126.5826467
11516,풍경마을 래미안한강2차아파트 모든 동의 지하주차장1층,"경기도 김포시 김포한강11로 227 (운양동, 풍경마을래미안한강2차)",37.65235427,126.675486
11517,한강신도시롯데캐슬아파트 모든 동의 지하주차장2층,"경기도 김포시 김포한강11로 275 (운양동, 한강신도시롯데캐슬)",37.65530036,126.6797224
11518,김포한강신도시반도유보라2차아파트 모든동의 지하주차장1층,"경기도 김포시 김포한강11로 276 (운양동, 김포한강신도시반도유보라2차)",37.65500904,126.6800421
11519,대명2리 주민대피시설 지하1층,경기도 김포시 대곶면 대곶로 86-17 (대명2리마을회관),37.65252144,126.553133
11520,포내1리 주민대피시설 지하1층,경기도 김포시 월곶면 포내로83번길 24,37.7207492,126.5274771
11521,한강신도시운양푸르지오아파트 모든 동의 지하주차장1층,"경기도 김포시 모담공원로 17 (운양동, 한강신도시운양푸르지오)",37.65172309,126.6813872
11522,석탄4리 주민대피시설 지하1층,경기도 김포시 하성면 석평로184번길 114,37.72888176,126.6569086
11523,우방아이유쉘아파트  모든동의지하주차장 1층,경기도 김포시 고촌읍 고송로 7 (김포고촌우방아이유쉘),37.60417287,126.7671906
11524,"김포한강나비마을LH3단지 301동,302동 지하주차장","경기도 김포시 김포한강10로134번길 77 (구래동, 김포한강나비마을엘에이치3단지)",37.64084532,126.6257309
11525,"구래역화성파크드림 모든동의 지하주차장1, 2층","경기도 김포시 김포한강8로 365 (구래동, 구래역화성파크드림)",37.64338805,126.6283303
11526,김포한강LH호수마을5단지모든동의 지하주차장1층,"경기도 김포시 김포한강4로420번길 163 (구래동, 김포한강엘에이치호수마을5단지)",37.64823783,126.6310437
11527,대명3리 주민대피시설 지하1층,경기도 김포시 대곶면 대명항로 726-61,37.63921602,126.5455989
11528,LH 한가람마을 2단지 모든 동의 지하주차장1층,"경기도 김포시 김포한강4로 564 (구래동, LH한가람마을2단지)",37.64555745,126.6211288
11529,모아엘가2차아파트 모든동의 지하주차장2층,"경기도 김포시 김포한강9로12번길 50 (구래동, 김포한강신도시모아엘가2차아파트)",37.63894914,126.6294251
11530,한강신도시 반도유보라5차 모든동의 지하주차장2층,"경기도 김포시 김포한강9로 116 (구래동, 한강신도시반도유보라5차)",37.64710659,126.6255704
11531,김포한강아이파크 모든동의 지하주차장1층,"경기도 김포시 김포한강4로420번길 100 (구래동, 김포한강IPARK)",37.65079089,126.6323618
11532,하늘빛마을 한신더휴테라스 11블럭 모든동의지하주차장1층,"경기도 김포시 김포한강1로 309 (운양동, 하늘빛마을한신더휴테라스)",37.65204283,126.6917181
11533,한강신도시 반도유보라6차 모든동의 지하주차장1층,"경기도 김포시 모담공원로 53 (운양동, 한강신도시반도유보라6차)",37.65230003,126.6852293
11534,김포한강롯데캐슬 22단지 모든동의 지하주차장1층,경기도 김포시 김포한강11로 107 (운양동),37.64500849,126.6845452
11535,풍무사우역 지하 4층,"경기도 김포시 김포대로 지하 710 (사우동, 풍무역)",37.61277326,126.7323171
11536,사우(김포시청)역 지하 2층,"경기도 김포시 김포대로 지하 852 (사우동, 사우(김포시청)역)",37.62059669,126.7196592
11537,구래역 지하2층,"경기도 김포시 김포한강7로 87 (구래동, 구래역)",37.64528321,126.6284243
11538,장기역 지하 3층,"경기도 김포시 김포한강1로 지하 59 (장기동, 장기역)",37.643672,126.668573
11539,운양역 지하3층,"경기도 김포시 김포한강1로 지하 235 (운양동, 운양역)",37.65396472,126.683436
11540,마산역 지하2층,"경기도 김포시 김포한강3로 지하 442 (마산동, 마산역)",37.64069725,126.643093
11541,고촌역 지하 4층,경기도 김포시 고촌읍 김포대로 지하 350 (고촌역),37.60189007,126.7700878
11542,걸포북변역 지하 5층,"경기도 김포시 김포대로 지하 1040 (북변동, 걸포북변역)",37.63195712,126.7061745
11543,양촌역 지상 1층,"경기도 김포시 양촌읍 양촌역길 107, 양촌역",37.64158879,126.6147207
11544,대곶면 로그밸리 청소년 수련원 지하1층,경기도 김포시 대곶면 천호로116번길 76,37.61373312,126.5664867
11545,김포대학A동 지하 1층,"경기도 김포시 월곶면 김포대학로 97, 김포대학교",37.72894057,126.5461784
11546,김포대학E동 지하 1층,"경기도 김포시 월곶면 김포대학로 97, 김포대학교",37.72894057,126.5461784
11547,애기봉 생태평화공원 지하주차장 1층,경기도 김포시 월곶면 평화공원로 289,37.75289145,126.5945982
11548,태양프라자 지하주차장 1층,경기도 김포시 하성면 하성로 489,37.7183846,126.6357268
11549,장기동 행정복지센터 지하1층,"경기도 김포시 김포한강2로 112, 장기동행정복지센터 (장기동)",37.63961037,126.6712795
11550,대명항수산물타운 A동 지하주차장 1층,경기도 김포시 대곶면 대명항1로 104,37.63946087,126.5431185
11551,대명항수산물타운B동 지하주차장 1층,경기도 김포시 대곶면 대명항1로 98,37.63991804,126.5436147
11552,에이원아파트 지하주차장 1층,경기도 김포시 하성면 애기봉로 866-7,37.71946118,126.6337899
11553,래채프라자 지하주차장 1층,경기도 김포시 대곶면 율생로 35,37.65126787,126.5876342
11554,(사)한국가톨릭문화원 지하주차장 1층,"경기도 김포시 하성면 월하로 970-18, 한국가톨릭문화원",37.70237137,126.6583169
11555,장기LH 11단지 지하주차장 1층,경기도 김포시 김포한강3로237번길 33(장기동),37.63749434,126.6637316
11556,닛시빌딩 지하주차장 1층,경기도 김포시 하성면 월하로 736,37.70984266,126.6362845
11557,김포사우아이파크아파트 모든동의 지하1층,"경기도 김포시 사우로 51 (사우동, 김포사우아이파크)",37.62050375,126.7272146
11558,"캐슬앤파밀리에시티2단지 모든동의 지하주차장 1,2층",경기도 김포시 고촌읍 수기로 136 (캐슬앤파밀리에시티 2단지),37.59215694,126.7614553
11559,"힐스테이트리버시티1단지아파트 모든동의 지하주차장1,2층",경기도 김포시 고촌읍 상미로 38 (힐스테이트 리버시티 1단지),37.62166417,126.7435909
11560,"고촌읍행정복지센터 지하1,2층","경기도 김포시 고촌읍 장차로 14, 고촌읍행정복지센터",37.60330461,126.770949
11561,"캐슬앤파밀리에시티1단지 모든동의 지하주차장 1,2층",경기도 김포시 고촌읍 태리로 236 (캐슬앤파밀리에시티 1단지),37.59368496,126.7582952
11562,"고촌행정타운 한양수자인아파트 모든동의 지하주차장1,2층",경기도 김포시 고촌읍 은행영사정로23번길 23 (고촌행정타운 한양수자인),37.60270947,126.772426
11563,"힐스테이트리버시티 2단지 모든동의 지하주차장 1,2층",경기도 김포시 고촌읍 상미1로 7 (힐스테이트 리버시티 2단지),37.61869739,126.7470283
11564,연천교육지원청 지하 1층,경기도 연천군 연천읍 연천로 356-1,38.10873486,127.0758573
11565,농업기술센터 지하1층,경기도 연천군 연천읍 차현로 139,38.10379541,127.0774025
11566,연천읍주민자치센터 지하1층,경기도 연천군 연천읍 연천역로 21,38.10147441,127.07748
11567,명정아파트 지하1층,경기도 연천군 전곡읍 전은길 24,38.03212873,127.0716767
11568,연천 조흥아파트 101동 지하1층,경기도 연천군 연천읍 차옥로 81,38.10159516,127.0794575
11569,연천 조흥아파트 102동 지하1층,경기도 연천군 연천읍 차옥로 81-0,38.10159516,127.0794575
11570,연천우체국 지하1층,경기도 연천군 연천읍 연천로 280,38.10187456,127.0751875
11571,연천군청 본관 지하1층,경기도 연천군 연천읍 연천로 220,38.0966069,127.0742455
11572,연천군청 신관 지하1층,경기도 연천군 연천읍 연천로 220,38.0966069,127.0742455
11573,석미아파트101동 지하1층,경기도 연천군 전곡읍 선사로 415,38.02559621,127.072805
11574,석미아파트102동 지하1층,경기도 연천군 전곡읍 선사로 415-0,38.02559621,127.072805
11575,세띠앙아파트 지하1층,경기도 연천군 전곡읍 전곡로 24,38.01555671,127.0722211
11576,석미모닝파크 지하1층,경기도 연천군 전곡읍 선사로 417,38.02631775,127.0730131
11577,영도아파트 지하1층,경기도 연천군 전곡읍 전곡로161번길 9,38.02635391,127.0672608
11578,전곡농협 백학지점 지하1층,경기도 연천군 백학면 두백로 34,38.03226971,126.9139535
11579,연천경찰서 지하1층,경기도 연천군 연천읍 연천로 239-0,38.0982364,127.073891
11580,삼거리 마을회관 지하 1층,경기도 연천군 군남면 군남로 401 (삼거1리 문화복지회관),38.0835181,127.0187357
11581,두일1리 마을회관 지하 1층,경기도 연천군 백학면 백두길 106 (두일1리노인회관),38.04038178,126.9190366
11582,두일2리 마을회관 지하 1층,경기도 연천군 백학면 백학로 39 (두일2리마을회관),38.03259663,126.9198753
11583,대광리 대피시설 지하 1층,경기도 연천군 신서면 도대로 17-8,38.18757108,127.1062917
11584,고대산  대피시설 지하 1층,경기도 연천군 신서면 신고대산로 56-3,38.21151461,127.1396073
11585,도신리 대피시설 지하 1층,경기도 연천군 신서면 연신로 1130 (신서면사무소),38.18280736,127.1066272
11586,삼곶리 대피시설 지하 1층,경기도 연천군 중면 군중로 400 (중면사무소),38.13551066,127.0192941
11587,횡산리 대피시설 지하 1층,경기도 연천군 중면 군중로 885 (황산리통일교육관),38.11783845,126.986883
11588,차탄리 대피시설 지하 1층,경기도 연천군 연천읍 차현로 36,38.09526687,127.0759169
11589,무등리 대피시설 지하 1층,경기도 연천군 왕징면 왕산로 48 (어린이집 및 대피소),38.05869239,127.0121215
11590,원당리 대피시설 지하 1층,"경기도 연천군 장남면 장백로 244 (장남면사무소,보건지소,주민자치센터)",37.9815346,126.8847245
11591,궁평리 대피시설 지하 1층,경기도 연천군 청산면 아우라지길 16-1,38.03268589,127.1094578
11592,연천 아이파크 아파트 지하1층,경기도 연천군 연천읍 평화로 1239 (연천아이파크),38.07879928,127.0769029
11593,전곡 푸르미아르미소 아파트 지하1층,경기도 연천군 전곡읍 평화로673번길 61 (진군아파트),38.03100125,127.0614949
11594,유촌리 미산면사무소 제3동 지하 1층,경기도 연천군 미산면 유노로 110 (미산면사무소),38.0473162,126.9926893
11595,상리 대피시설 지하 1층,경기도 연천군 연천읍 신망로15번길 5-10,38.1329375,127.0768692
11596,전곡석미모닝파크3차 지하1층,경기도 연천군 전곡읍 선사로 333 (전곡석미모닝파크3차),38.01945698,127.0753631
11597,연천전곡코아루더클래스 지하1층,경기도 연천군 전곡읍 은빛로 83 (연천전곡 코아루 더클래스),38.03691744,127.072859
11598,백학 자유로 리조트 지하1층,경기도 연천군 백학면 노아로491번길 283,38.01292563,126.9531202
11599,서울특별시교육청학생교육원글로벌문화언어체험교육원(지하1층,"경기도 가평군 가평읍 불기산길 88, 서울특별시학생교육원가평교육원",37.80141526,127.4725771
11600,태광아파트 102동(지하주차장 1층),경기도 가평군 가평읍 석봉로153번길 15 (태광아파트),37.82836218,127.5091909
11601,태광아파트 101동(지하주차장 1층),경기도 가평군 가평읍 석봉로153번길 13 (태광아파트),37.82848876,127.5095023
11602,가평군청 지하식당(본청 지하 1층),"경기도 가평군 가평읍 석봉로 181, 가평군청",37.83103041,127.5102516
11603,대현빌라트(지하주차장 1층),경기도 가평군 가평읍 보납로46번길 11 (대현빌라트),37.83015171,127.5160552
11604,에이원파란채아파트(지하주차장 1층),경기도 가평군 가평읍 가화로 223 (가평에이원파란채아파트),37.83790151,127.5068997
11605,선힐아파트(지하주차장 1층),경기도 가평군 가평읍 문화로 63 (가평선힐아파트),37.81878225,127.5106401
11606,휴먼시아아파트(지하주차장 1층),경기도 가평군 가평읍 가화로 164 (휴먼시아),37.83425404,127.5121011
11607,우림필유아파트(지하주차장 1층),경기도 가평군 가평읍 문화로 112 (우림필유아파트),37.82323206,127.5095416
11608,가평군청 지하주차장 1층,"경기도 가평군 가평읍 석봉로 181, 가평군청",37.83103041,127.5102516
11609,세양청마루아파트 (101동&103동 지하주차장 1층),경기도 가평군 청평면 경춘로 807-45 (청평세양청마루아파트),37.73953598,127.4168433
11610,청구아파트(지하주차장 1층),경기도 가평군 청평면 경춘로 807-18 (청평청구아파트),37.73823306,127.4171225
11611,삼성쉐르빌아파트 (전체 동의 지하주차장1층),경기도 가평군 청평면 강변나루로 54 (청평삼성쉐르빌),37.73275875,127.4165164
11612,이안지안스아파트(전체 동의 지하주차장1층),경기도 가평군 청평면 구청평로 20 (이안지안스 청평),37.73051353,127.4105073
11613,경남아너스빌아파트(지하주차장 1층),경기도 가평군 청평면 골안길 7-28 (청평 경남아너스빌),37.74231174,127.4221379
11614,가평청사복합행복주택(2청사 지하주차장 1층),경기도 가평군 가평읍 석봉로191번길 10 (가평군 2청사),37.83206127,127.5088978
11615,설악면행정복지센터(지하1층),"경기도 가평군 설악면 한서로 8, 설악면사무소",37.67623474,127.4942083
11616,청심평화월드센터(지하주차장 3층),"경기도 가평군 설악면 미사리로 258, 청심실내체육관",37.6842373,127.520176
11617,북한강코아루아파트 (지하주차장 1층),경기도 가평군 설악면 자잠로 86 (북한강코아루),37.68434838,127.4925509
11618,상면 행정복지센터(지하1층 창고),경기도 가평군 상면 청군로 1105,37.80528802,127.356765
11619,켄싱턴리조트 청평(지하주차장 1층),"경기도 가평군 상면 청군로 430, 켄싱턴리조트청평",37.76053427,127.3949977
11620,서울시학생교육원(지하식당),"경기도 가평군 상면 축령로45번길 40-135, 서울특별시학생교육원",37.7704159,127.3552247
11621,조종면행정복지센터(지하1층),"경기도 가평군 조종면 조종내길 71, 조종면사무소",37.81738571,127.3535424
11622,조종도서관(지하1층),"경기도 가평군 조종면 조종희망로26번길 22, 가평조종도서관",37.8184435,127.3529959
11623,조종고등학교 직원기숙사(지하1층),"경기도 가평군 조종면 청군로 1233-103, 조종중고등교직원기숙사",37.81377902,127.3449851
11624,가평꽃동네 사랑의 집(지하1층),"경기도 가평군 조종면 꽃동네길 53-37, 가평꽃동네 사랑의집",37.88319507,127.3493218
11625,가평꽃동네 희망의 집(지하1층),"경기도 가평군 조종면 꽃동네길 35-25, 가평꽃동네 희망의집",37.88201165,127.3503091
11626,조종농협웨딩홀(지하1층),경기도 가평군 조종면 청군로 1311-14,37.82061511,127.3444875
11627,북면행정복지센터(지하1층 및 지하주차장),"경기도 가평군 북면 가화로 1030-39, 북면행정복지센터",37.88804955,127.5491507
11628,필그림하우스 (새예루살렘 지하 1층 예배실),"경기도 가평군 북면 가화로 1862, 필그림하우스",37.92024783,127.4960934
11629,북면우체국(지하1층),"경기도 가평군 북면 가화로 967, 북면우체국",37.88218214,127.5474678
11630,목동초등학교 관리동(지하1층),"경기도 가평군 북면 석장모루길 13, 가평농어촌현대화시범학교",37.8795014,127.5476193
11631,그린맨션1차아파트(101동~102동 지하주차장1층),경기도 양평군 양평읍 중앙로 14 (그린1차아파트),37.49629941,127.4909839
11632,그린맨션2차아파트(201동 지하주차장 1층),경기도 양평군 양평읍 중앙로 12 (그린2차아파트),37.49647245,127.4899548
11633,현대아파트(101~104동 지하주차장 1층),경기도 양평군 양평읍 관문길 60 (양평현대아파트),37.49464953,127.4919321
11634,금광1차아파트(101~102동 지하주차장 1층),경기도 양평군 양평읍 관문길18번길 16 (금광 1차 아파트),37.49202597,127.4947152
11635,금광2차아파트(101동 지하주차장 1층),경기도 양평군 양평읍 관문길18번길 10 (금광 2차 아파트),37.49150239,127.4943179
11636,양평군청 지하1층 지하상황실,"경기도 양평군 양평읍 군청앞길 2, 양평군청 (지하1층 상황실) 지하상황실 1층",37.49169674,127.4874109
11637,현대성우오스타코아루(지하주차장 1~5층),경기도 양평군 양평읍 역전길 22 (현대성우오스타코아루),37.49213638,127.4907442
11638,해모로아파트(101~104동 지하주차장 1층),경기도 양평군 양평읍 양근로137번길 11 (양평해모로아파트),37.49482794,127.4874558
11639,양평미르젠아파트(101~103동 지하주차장 1층),경기도 양평군 양평읍 관문길18번길 38 (양평미르젠아파트),37.4918747,127.4963798
11640,에스케이 뷰 아파트(101~104동 지하주차장 1층),경기도 양평군 양평읍 양근로 119 (에스케이뷰아파트),37.49478811,127.4859436
11641,"양평휴먼빌아파트(101~108동, 지하주차장 1~2층)",경기도 양평군 양평읍 관문길 70 (양평 휴먼빌 아파트),37.49560999,127.4924057
11642,양평벽산블루밍아파트1단지(101~108동 지하1~2층),경기도 양평군 양평읍 중앙로167번길 60 (양평벽산블루밍아파트1단지),37.494595,127.5102953
11643,양평벽산블루밍아파트2단지(201~207동 지하1~2층),경기도 양평군 양평읍 중앙로167번길 62 (양평벽산블루밍아파트2단지),37.4965928,127.5149284
11644,양평현대성우아파트 3단지 지하주차장1층,경기도 양평군 강상면 강남로 868 (양평현대성우아파트3단지),37.48850317,127.4733362
11645,스무빌아파트(지하주차장 1층),경기도 양평군 용문면 용문로 465 (스무빌아파트),37.49246052,127.6005787
11646,서종면사무소 지하1층,"경기도 양평군 서종면 북한강로 777, 서종면사무소, 서종보건소",37.60662087,127.3485344
11647,강하면사무소 지하1층,"경기도 양평군 강하면 운심길 40-8, 강하면사무소",37.49506104,127.4103274
11648,용문면사무소 지하1층,"경기도 양평군 용문면 용문로 428, 용문면사무소",37.48877221,127.5994019
11649,개군면사무소 지하1층,"경기도 양평군 개군면 하자포길33번길 8, 개군면사무소",37.42604559,127.5366835
11650,지평면사무소 지하1층,"경기도 양평군 지평면 지평의병로116번길 1, 지평면사무소",37.47467864,127.6393499
11651,양평휴먼빌2차아파트 지하주차장 1층,경기도 양평군 강상면 강남로 922 (양평2차휴먼빌),37.48761384,127.4794057
11652,양서 삼익아파트(지하주차장 1층),경기도 양평군 양서면 두물머리길8번길 26-3 (삼익아파트),37.54368339,127.3162702
11653,옥천면사무소 지하1층,"경기도 양평군 옥천면 옥천길 21, 옥천면사무소",37.51798833,127.4560564
11654,단월면주민자치센터 지하1층,경기도 양평군 단월면 보룡길 44-1,37.53806848,127.6745058
11655,청운면사무소 지하1층,"경기도 양평군 청운면 용두로 170, 청운면사무소",37.55622666,127.7106001
11656,양동주민자치센터 지하1층,"경기도 양평군 양동면 학둔지아래길 24, 양동주민자치센터",37.42454027,127.7512783
11657,강원도청 충무시설,강원특별자치도 춘천시 중앙로 1(봉의동),37.88461665,127.7300644
11658,봉의중학교,"강원특별자치도 춘천시 춘천로296번길 55 (후평동, 봉의중학교)",37.87762444,127.7435717
11659,석사퇴계주공3단지아파트 지하주차장 1층,"강원특별자치도 춘천시 퇴계로 220-19 (석사동, 퇴계(3)주공아파트)",37.85464529,127.7423248
11660,석사퇴계주공4단지아파트 지하주차장 1층,"강원특별자치도 춘천시 퇴계로 242 (석사동, 퇴계(4)주공아파트)",37.85539888,127.7451966
11661,석사삼익세라믹2차아파트 지하주차장 1층,"강원특별자치도 춘천시 공지로 69-9 (석사동, 삼익세라믹아파트)",37.85317525,127.7499159
11662,석사극동아파트 지하주차장 1층,"강원특별자치도 춘천시 공지로 43 (석사동, 극동아파트)",37.85151472,127.752248
11663,진흥아파트 지하주차장 1층,"강원특별자치도 춘천시 후석로186번길 9 (석사동, 진흥아파트)",37.86760609,127.7534548
11664,청구아파트 지하주차장 1층,"강원특별자치도 춘천시 서부대성로 332 (석사동, 청구아파트)",37.87000937,127.7538854
11665,석사두산아파트 지하주차장 1층,"강원특별자치도 춘천시 후석로186번길 25 (석사동, 두산아파트)",37.86752936,127.755177
11666,석사부영아파트 지하주차장 1층,"강원특별자치도 춘천시 우석로101번길 83 (석사동, 석사3지구 부영아파트)",37.86933844,127.7559302
11667,그랜드아파트 지하주차장 1층,"강원특별자치도 춘천시 우석로101번길 20 (석사동, 그랜드아파트)",37.86652589,127.7562938
11668,석사대우아파트 지하주차장 1층,"강원특별자치도 춘천시 우석로101번길 86 (석사동, 석사대우아파트)",37.86945822,127.7563348
11669,퇴계한주아파트 지하주차장 1층,"강원특별자치도 춘천시 안마산로 217 (퇴계동, 한주아파트)",37.84998449,127.7383606
11670,퇴계금호아파트 지하주차장 1층,"강원특별자치도 춘천시 안마산로 214 (퇴계동, 퇴계금호타운아파트)",37.84975527,127.7372959
11671,퇴계현대1차아파트 지하주차장 1층,"강원특별자치도 춘천시 춘주로 162 (퇴계동, 퇴계현대1차아파트)",37.85794469,127.7260271
11672,그린타운아파트 지하주차장 1층,"강원특별자치도 춘천시 춘주로 174 (퇴계동, 그린타운아파트)",37.85843194,127.7273644
11673,한진한성아파트 지하주차장 1층,"강원특별자치도 춘천시 행촌로 11 (퇴계동, 한성아파트)",37.85828853,127.7227594
11674,퇴계현대2차아파트 지하주차장 1층,"강원특별자치도 춘천시 행촌로 14 (퇴계동, 현대2차아파트)",37.8581801,127.7230576
11675,퇴계일성아파트 지하주차장 1층,"강원특별자치도 춘천시 우묵길78번길 25 (퇴계동, 일성아파트)",37.86642137,127.7260728
11676,퇴계주공2차아파트 지하주차장 1층,"강원특별자치도 춘천시 퇴계로 168 (퇴계동, 퇴계(2)주공아파트)",37.85812336,127.7376348
11677,우성아파트 지하주차장 1층,"강원특별자치도 춘천시 국사봉길 7 (퇴계동, 우성아파트)",37.85942439,127.7300194
11678,퇴계주공1차아파트 지하주차장 1층,"강원특별자치도 춘천시 퇴계로 167 (퇴계동, 퇴계(1)주공아파트)",37.85848403,127.7376642
11679,춘천지하상가,강원특별자치도 춘천시 중앙로 91-1(중앙로2가),37.87759262,127.7245237
11680,브라운5번가 지하주차장 1층,"강원특별자치도 춘천시 중앙로67번길 18 (죽림동, 브라운가)",37.87840387,127.7278066
11681,춘천더샾아파트 지하주차장 1~2층,"강원특별자치도 춘천시 후석로 325 (후평동, 춘천더샵아파트)",37.87998309,127.7495566
11682,대우아파트 지하주차장 1층,"강원특별자치도 춘천시 후만로126번길 31 (후평동, 대우아파트)",37.87489307,127.7595956
11683,동아아파트 지하주차장 1층,"강원특별자치도 춘천시 서부대성로 327 (후평동, 동아아파트)",37.87017436,127.7532028
11684,현대4차아파트 지하주차장 1층,"강원특별자치도 춘천시 후석로326번길 44 (후평동, 현대4차아파트)",37.88171379,127.7540988
11685,효자일성아파트 지하주차장 1층,"강원특별자치도 춘천시 두하길 22 (효자동, 일성아파트)",37.87622456,127.7416055
11686,LH공사 강원지역본부 지하주차장 1층,"강원특별자치도 춘천시 공지로 337, 한국토지주택공사강원지역본부 (효자동)",37.86918117,127.7286626
11687,소양로 현대아파트 지하주차장 1층,"강원특별자치도 춘천시 모수물길 60(소양로2가, 소양로현대아파트)",37.88878003,127.7263336
11688,중앙하이츠빌1단지아파트 지하주차장 1층,"강원특별자치도 춘천시 영서로2141번길 33 (퇴계동, 중앙하이츠빌1단지아파트)",37.85490329,127.7353898
11689,중앙하이츠빌2단지아파트 지하주차장 1층,"강원특별자치도 춘천시 영서로2141번길 25 (퇴계동, 중앙하이츠빌2단지아파트)",37.85570563,127.736571
11690,퇴계이안아파트 지하주차장 1층,"강원특별자치도 춘천시 영서로 2169 (퇴계동, 퇴계이안아파트)",37.85798307,127.7306626
11691,쌍용스윗닷홈아파트 지하주차장 1층,"강원특별자치도 춘천시 춘주로 176-22 (퇴계동, 퇴계동 쌍용스윗닷홈)",37.85813295,127.7294955
11692,유승한내들아파트 지하주차장 1층,"강원특별자치도 춘천시 퇴계로 108 (퇴계동, 유승한내들아파트)",37.86125918,127.7318703
11693,럭키아파트 (102동) 지하주차장 1층,강원특별자치도 춘천시 영서로 2317-0 (온의동),37.86659901,127.7176798
11694,한주아파트 (101동) 지하주차장 1층,"강원특별자치도 춘천시 스포츠타운길 528-12 (온의동, 온의한주아파트)",37.86811943,127.7146499
11695,동부아파트 지하주차장 1층,"강원특별자치도 춘천시 충열로 32 (우두동, 동부아파트)",37.89892274,127.7314018
11696,롯데인벤스아파트 지하주차장 1층,"강원특별자치도 춘천시 충열로 29 (우두동, 롯데인벤스아파트)",37.89969738,127.73142
11697,두미르아파트 지하주차장 1층,"강원특별자치도 춘천시 영서로 2793 (우두동, 두미르마을)",37.90243998,127.7275227
11698,강변코아루아파트 지하주차장 1층,"강원특별자치도 춘천시 새청말길 26 (우두동, 강변코아루아파트)",37.89780776,127.7368698
11699,"사농현대아파트 (104, 105동) 지하주차장 1층","강원특별자치도 춘천시 영서로 2920-0, 104동 (사농동, 현대아파트)",37.91260456,127.7232594
11700,효자동보아파트 지하주차장 1층,"강원특별자치도 춘천시 공지로200번길 13 (효자동, 동보아파트)",37.86316504,127.741303
11701,"삼성아파트 (101, 102동) 지하주차장 1층","강원특별자치도 춘천시 충열로 30 (우두동, 삼성아파트)",37.89925482,127.731357
11702,롯데캐슬1차아파트 지하주차장 1층,"강원특별자치도 춘천시 마장길 58 (사농동, 춘천롯데캐슬더퍼스트1단지)",37.9087138,127.7299912
11703,롯데캐슬2차아파트 지하주차장 1층,"강원특별자치도 춘천시 마장길 60 (사농동, 춘천롯데캐슬더퍼스트2단지)",37.90868424,127.7302715
11704,현진에버빌1차아파트 지하주차장 1층,"강원특별자치도 춘천시 지석로 97 (석사동, 현진에버빌1차)",37.85072095,127.7462116
11705,현진에버빌2차아파트 지하주차장 1층,"강원특별자치도 춘천시 지석로 67 (석사동, 현진에버빌2차)",37.85143785,127.742568
11706,휴먼타운아파트 지하주차장 1층,"강원특별자치도 춘천시 지석로 29 (석사동, 휴먼타운아파트)",37.8524362,127.7384926
11707,석사현대3차아파트 지하주차장 1층,"강원특별자치도 춘천시 퇴계로 220-20 (석사동, 현대아파트)",37.85470769,127.7420123
11708,후평극동늘푸른아파트 지하주차장 1~2층,"강원특별자치도 춘천시 후석로 459 (후평동, 극동늘푸른아파트)",37.88995329,127.7412686
11709,M타워빌딩 지하주차장 1~2층,강원특별자치도 춘천시 보안길 65 (후평동),37.88025421,127.7503452
11710,금호3차아파트 (302동) 지하주차장 1층,"강원특별자치도 춘천시 영서로 2319 (온의동, 금호3차아파트)",37.8665842,127.716953
11711,중앙하이츠빌3단지아파트 지하주차장 1층,"강원특별자치도 춘천시 지석로 10 (퇴계동, 중앙하이츠빌3단지아파트)",37.85333675,127.7368011
11712,휴먼시아남춘천2단지아파트 지하주차장 1층,"강원특별자치도 춘천시 퇴계로 128 (퇴계동, 휴먼시아 남춘천2단지아파트)",37.86024416,127.7336332
11713,한신휴플러스아파트 지하주차장 1층,"강원특별자치도 춘천시 서부대성로 34(요선동, 한신휴플러스아파트)",37.88367351,127.7268147
11714,양우아파트 지하주차장 1층,"강원특별자치도 춘천시 공지로317번길 11 (효자동, 내안애양우아파트)",37.86750493,127.7301346
11715,신도브래뉴아파트 지하주차장 1층,"강원특별자치도 춘천시 공지로 69-10 (석사동, 석사신도브래뉴)",37.85341443,127.7498091
11716,투탑시티시너스카펠라 CGV 지하주차장 1층,강원특별자치도 춘천시 지석로 80 (퇴계동),37.85054232,127.7439916
11717,퇴계주공7차아파트 지하주차장 1층,"강원특별자치도 춘천시 승지골길16번길 14 (퇴계동, 퇴계7단지주공아파트)",37.849298,127.7416873
11718,퇴계주공9차아파트 지하주차장 1층,"강원특별자치도 춘천시 안마산로 244 (퇴계동, 퇴계9단지주공아파트)",37.84816091,127.7402515
11719,뜨란채아파트 지하주차장 1층,"강원특별자치도 춘천시 승지골길16번길 47 (퇴계동, 뜨란채아파트)",37.84885056,127.7455332
