번호,시설명,도로명전체주소,위도(EPSG4326),경도(EPSG4326)
15616,장유2동 주민센터(지하주차장 1층),"경상남도 김해시 능동로 43 (삼문동, 장유2동주민센터)",35.19710841,128.7978395
15617,갑오마을11단지부영e그린타운 1101동 지하1층,"경상남도 김해시 삼문로 88 (삼문동, 갑오마을11단지부영그린타운아파트)",35.19166377,128.8084095
15618,서김해 새마을금고 지하1층,경상남도 김해시 금관대로 1294 (내동),35.23968142,128.8614124
15619,한일유앤아이아파트 202동 지하1층,"경상남도 김해시 삼안로111번길 5, 지하주차장동 지하1층 (안동, 한일유앤아이아파트)",35.23851876,128.9158584
15620,한일아파트 109동 지하주차장1층,"경상남도 김해시 삼안로111번길 12, 지하주차장동 지하 1층 (안동, 한일아파트)",35.23840772,128.9153957
15621,활천동행정복지센터 지하주차장1층,경상남도 김해시 인제로11번길 51 (삼정동),35.22906339,128.8997698
15622,e편한세상아파트 101동 지하1층,"경상남도 김해시 김해대로2324번길 54-27 (봉황동, 봉황역e편한세상아파트)",35.22516569,128.8769418
15623,남명더라우1단지 아파트 106동 지하주차장1층,"경상남도 김해시 무계로 80 (무계동, 남명더라우아파트1단지)",35.20241742,128.8189538
15624,내덕서희스타힐스 아파트 105동 지하주차장 지하1층,"경상남도 김해시 금관대로 688 (내덕동, 내덕서희스타힐스아파트)",35.20436289,128.8238834
15625,푸르지오5단지 아파트 502동 지하주차장 1층,경상남도 김해시 팔판로 71 (관동동),35.17639174,128.7948208
15626,구지마을푸르지오3단지아파트 301동 지하1층,"경상남도 김해시 삼계로 35, 302동 (삼계동, 구지마을3단지푸르지오아파트)",35.25755818,128.8700976
15627,"김해센텀큐시티 111동 지하 1층, 101동 지하 2층",경상남도 김해시 주촌면 선지로 85(김해센텀Q시티),35.22892704,128.8468891
15628,젤미마을파크뷰아파트(801동 앞 지하주차장),"경상남도 김해시 대청로210번길 35 (삼문동, 젤미마을파크뷰아파트)",35.1945376,128.7983121
15629,율하자이 힐스테이트아파트 110동 지하주차장 1층,"경상남도 김해시 율하6로 17 (장유동, 율하자이힐스테이트)",35.17005581,128.8276238
15630,한림면행정복지센터(지하1층 주차장),"경상남도 김해시 한림면 한림로 369, 한림면사무소",35.32037063,128.802462
15631,송정아파트 지하주차장1층,경상남도 김해시 진례면 송현로52번길 25-1 (송정아파트),35.24624058,128.7542581
15632,경남맨션(지하주차장1층),"경상남도 밀양시 가곡7길 23 (가곡동, 경남아파트)",35.47328496,128.7661404
15633,부전타워(주거시설지하1층),"경상남도 밀양시 가곡벚꽃길 7 (가곡동, 부전타워)",35.47993344,128.762008
15634,대원빌라(주거시설 지하1층),"경상남도 밀양시 가곡9길 34 (가곡동, 대원빌라)",35.47414916,128.7632807
15635,휴암빌딩(지하주차장 1층),경상남도 밀양시 중앙로 401 (내이동),35.49635653,128.7489982
15636,청구아파트 (지하주차장 1층 2개소),"경상남도 밀양시 중앙로 238-8 (삼문동, 유성청구타운)",35.48540176,128.7584089
15637,"세광아파트 (지하주차장 지하1층,2층)","경상남도 밀양시 삼문2길 3 (삼문동, 세광맨션)",35.48639553,128.7503248
15638,성조아파트 (지하주차장 지하1층),"경상남도 밀양시 삼문강변로 58 (삼문동, 성조에이스아파트)",35.47853075,128.7565089
15639,대동아파트(지하주차장 지하1층),경상남도 밀양시 상남면 상남로 1187-15 (밀양예림대동타운),35.46202679,128.7524849
15640,삼강그린(지하주차장 지하1층),"경상남도 밀양시 중앙로 149-1 (가곡동, 삼강그린)",35.47862014,128.7632629
15641,우영타워(주거시설 지하1층),"경상남도 밀양시 가곡벚꽃길 63 (가곡동, 우영타워아파트)",35.47514502,128.7621831
15642,대승빌라(주거시설 지하1층),"경상남도 밀양시 가곡4길 19 (가곡동, 대승빌라)",35.47254063,128.7689309
15643,주공아파트(주거시설 지하 1층),"경상남도 밀양시 중앙로 47 (가곡동, 가곡주공아파트)",35.47267594,128.7718227
15644,동보주택(지하주차장 지하1층),경상남도 밀양시 삼랑진읍 삼랑진로 134(동보아파트),35.3896228,128.8333457
15645,신촌부민그린타워(지하주차장 지하1층),"경상남도 밀양시 창밀로 3566-8 (내이동, 부민그린타워)",35.50359542,128.7375117
15646,밀양시청(시청지하1층),"경상남도 밀양시 밀양대로 2047 (교동, 밀양시청)",35.50281312,128.7469924
15647,"현대아파트(지하주차장 지하1층,2층)","경상남도 밀양시 시청로2길 6 (내이동, 내이현대아파트)",35.50533816,128.7408824
15648,목화타워맨션(주거시설 지하1층),"경상남도 밀양시 교동로 93 (교동, 목화타워맨션)",35.5094735,128.7536054
15649,대우아파트 (지하주차장 지하1층),"경상남도 밀양시 중앙로 234-17 (삼문동, 밀양대우아파트)",35.48440487,128.7596564
15650,밀양코아루아파트 (지하주차장 지하1층),"경상남도 밀양시 미리벌로3길 45 (삼문동, 밀양코아루아파트)",35.48354055,128.7447022
15651,밀양삼문푸르지오 (지하주차장 지하 1층 2개소),"경상남도 밀양시 미리벌중앙로3길 47 (삼문동, 밀양삼문푸르지오)",35.48066774,128.7449555
15652,내이롯데인벤스가아파트(지하주차장 지하1층),"경상남도 밀양시 점필재로 65 (내이동, 밀양내이동롯데인벤스가)",35.48858144,128.7392594
15653,지엘리베라움1차 아파트 (지하주차장 지하 1층),경상남도 밀양시 미리벌중앙로3길 46-0 (삼문동),35.48094012,128.745041
15654,한성 사랑채 뷰 (지하주차장 지하 1층),경상남도 밀양시 미리벌중앙로 5-0 (삼문동),35.47894371,128.7514742
15655,지엘리베라움2차 아파트 (지하주차장 지하1층),"경상남도 밀양시 미리벌로3길 11-0 (삼문동, 삼문동지엘리베라움2단지)",35.48126343,128.7467833
15656,내이엘에이치아파트(지하주차장 지하1층),"경상남도 밀양시 창밀로 3535 (내이동, 밀양내이엘에이치아파트)",35.50686542,128.736315
15657,밀양도뮤토아파트(지하주차장 지하1층),"경상남도 밀양시 점필재로 45-25 (삼문동, 밀양domuto아파트)",35.48821136,128.7422184
15658,사랑채뷰아파트(지하주차장 지하1층),경상남도 밀양시 하남읍 수산제방길 71,35.37174546,128.7158196
15659,거제시청 본관 지하1층,"경상남도 거제시 계룡로 125 (고현동, 거제시청)",34.88096153,128.6217824
15660,거제축협 지하주차장 1층,"경상남도 거제시 거제중앙로 1910 (고현동, 거제축산업현동조합)",34.88849981,128.6231896
15661,골드썬비취아파트 지하1층 주차장,"경상남도 거제시 장평1로3길 10 (장평동, 골드썬비취맨션)",34.89272898,128.6156546
15663,세종빌딩 지하1층 주차장,경상남도 거제시 옥포로 227(옥포동),34.89513231,128.690543
15664,옥현상가 지하2층 주차장,"경상남도 거제시 옥포로 250, 옥현시장 (옥포동)",34.89688992,128.6897221
15665,그린파크아파트 101동 지하 주차장 1층,"경상남도 거제시 거제대로 3697-19 (옥포동, 그린파크)",34.88645381,128.6909966
15667,동헌아파트 지하주차장 1층,"경상남도 거제시 중곡2로4길 5-3 (고현동, 동헌아파트)",34.89500029,128.6274625
15668,미진그린타워아파트 지하주차장 1층,"경상남도 거제시 장승포해안로 306 (능포동, 미진그린타워)",34.87789799,128.734408
15669,덕산5차아파트503동 지하1층 주차장,"경상남도 거제시 옥포로 315(옥포동, 옥포5차덕산타운)",34.90198139,128.6848727
15670,덕산5차아파트505동 지하1층 주차장,"경상남도 거제시 옥포로 315(옥포동, 옥포5차덕산타운)",34.90198139,128.6848727
15671,덕산5차아파트507동 지하1층 주차장,"경상남도 거제시 옥포로 328(옥포동, 옥포5차덕산타운(2단지))",34.90143115,128.6865097
15672,덕산5차아파트 509동 지하1층 주차장,"경상남도 거제시 옥포로 328(옥포동, 옥포5차덕산타운(2단지))",34.90143115,128.6865097
15673,미진비치타워 지하1층 주차장,"경상남도 거제시 옥포로6길 38-3, 미진비치타워 (옥포동)",34.8926102,128.6963736
15674,한일비치맨션 지하주차장 1층,"경상남도 거제시 장승포로 7 (장승포동, 한일비치맨션)",34.86805366,128.7249336
15675,광우보람맨션 지하주차장 1층,"경상남도 거제시 용소4길 5 (아주동, 광우보람맨션)",34.87471943,128.6889961
15676,청송빌라 지하1층 주차장,"경상남도 거제시 옥포로4길 40(옥포동, 청송빌라)",34.89239596,128.6967547
15677,건웅데파트 지하1층 주차장,"경상남도 거제시 옥포대첩로 45(옥포동, 건웅데파트)",34.8940348,128.6926414
15679,덕산베스트타운 101동 지하주차장 1층,"경상남도 거제시 중곡로 42 (고현동, 덕산베스트타운)",34.89666037,128.6304759
15680,덕산베스트타운 103동 지하주차장 1층,"경상남도 거제시 중곡로 42 (고현동, 덕산베스트타운)",34.89666037,128.6304759
15681,덕산베스트타운 106동 지하주차장 1층,"경상남도 거제시 중곡로 42(고현동, 덕산베스트타운)",34.89666037,128.6304759
15682,덕산베스트타운 108동 지하주차장 1층,"경상남도 거제시 중곡로 42 (고현동, 덕산베스트타운)",34.89666037,128.6304759
15683,덕산베스트타운 110동 지하주차장 1층,"경상남도 거제시 중곡로 42 (고현동, 덕산베스트타운)",34.89666037,128.6304759
15684,덕산베스트타운 113동 지하주차장 1층,"경상남도 거제시 중곡로 42 (고현동, 덕산베스트타운)",34.89666037,128.6304759
15685,덕산베스트타운 116동 지하주차장 1층,"경상남도 거제시 중곡로 42 (고현동, 덕산베스트타운)",34.89666037,128.6304759
15686,덕산베스트타운 118동 지하주차장 1층,"경상남도 거제시 중곡로 42 (고현동, 덕산베스트타운)",34.89666037,128.6304759
15687,덕산베스트타운 105동 지하주차장 1층,"경상남도 거제시 중곡로 42 (고현동, 덕산베스트타운)",34.89666037,128.6304759
15688,춘광한빛타운 전체 동 지하주차장 1층,"경상남도 거제시 해명로6길 11(수월동, 춘광한빛타운)",34.89370306,128.6450634
15689,한일오피스텔 지하주차장 1층,"경상남도 거제시 거제대로 3000 (장승포동, 한일오피스텔)",34.86114117,128.7211511
15690,혜성비치맨션 지하 주차장 1층,"경상남도 거제시 옥포로5길 26 (옥포동, 혜성비치맨션)",34.88734539,128.6943436
15691,미진비치힐아파트 지하 주차장 1층,"경상남도 거제시 거제대로 3679-6 (옥포동, 미진비치힐아파트)",34.88578291,128.6932874
15692,옥명대우아파트 108동 지하 주차장 1층,"경상남도 거제시 능포로2길 38, 108동 지하1층 (능포동, 옥명대우아파트)",34.87444508,128.7322124
15693,제니스타운 101동 지하1층 주차장,"경상남도 거제시 장평3로3길 7 (장평동, 제니스타운)",34.8903339,128.6082212
15694,제니스타운 103동 지하1층 주차장,"경상남도 거제시 장평3로3길 7 (장평동, 제니스타운)",34.8903339,128.6082212
15695,제니스타운 105동 지하1층 주차장,"경상남도 거제시 장평3로3길 7 (장평동, 제니스타운)",34.8903339,128.6082212
15696,미진무지개 지하1층 주차장,"경상남도 거제시 옥포대첩로 85(옥포동, 미진무지개아파트)",34.89458922,128.696747
15698,동헌하이츠 지하주차장 1층,"경상남도 거제시 능포로4길 5 (능포동, 동헌하이츠)",34.8728675,128.7312167
15699,거제2차덕산베스트타운 208동 지하주차장 1층,"경상남도 거제시 중곡2로 89 (고현동, 거제2차덕산베스트타운)",34.89629081,128.6355196
15700,거제2차덕산베스트타운 207동 뒤 지하주차장 1층,"경상남도 거제시 중곡2로 89 (고현동, 거제2차덕산베스트타운)",34.89629081,128.6355196
15701,거제2차덕산베스트타운 209동 지하주차장 1층,"경상남도 거제시 중곡2로 89 (고현동, 거제2차덕산베스트타운)",34.89629081,128.6355196
15702,거제2차덕산베스트타운 214동 지하주차장 1층,"경상남도 거제시 중곡2로 89 (고현동, 거제2차덕산베스트타운)",34.89629081,128.6355196
15703,덕진휴먼빌 지하주차장 1층,"경상남도 거제시 중곡로5길 11 (고현동, 덕진휴먼빌)",34.89595647,128.6290124
15704,영진엘르빌 지하1층 주차장,"경상남도 거제시 국산로 167(옥포동, 영진엘르빌)",34.89901772,128.6942885
15705,기산네스트빌 지하1층 주차장,"경상남도 거제시 옥포대첩로1길 2(옥포동, 네스트빌)",34.89352364,128.688469
15706,영진자이온아파트 101동 지하 1층 주차장,"경상남도 거제시 옥포대첩로 115(옥포동, 영진자이온)",34.89495104,128.6998978
15707,장평코아루아파트 105동 지하 1층주차장,"경상남도 거제시 장평3로3길 25 (장평동, 거제장평코아루아파트)",34.89038033,128.6061598
15708,장평코아루아파트 106동 지하1층 주차장,"경상남도 거제시 장평3로3길 25 (장평동, 거제장평코아루아파트)",34.89038033,128.6061598
15709,홈플러스지하1층주차장,"경상남도 거제시 장평로 12 (장평동, 디큐브백화점)",34.89091499,128.6160444
15710,덕산아내1차 101동 지하1층주차장,"경상남도 거제시 장평2로 19 (장평동, 덕산아내1차)",34.88695306,128.6092644
